augmentation_index,blur_sigma,filename,font,fontsize,glyph,glyph_code,noise_sigma,rotation,scale,synthetic,tx,ty
3,1.13,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug03.png,synthetic_default,16,మ,3118,8.36,-2.24,1.0,True,-2,-1
4,0.28,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug04.png,synthetic_default,16,మ,3118,5.56,-2.5,0.96,True,-2,0
5,1.09,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug05.png,synthetic_default,16,మ,3118,9.13,-0.81,0.99,True,1,-1
6,1.26,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug06.png,synthetic_default,16,మ,3118,8.33,1.82,1.02,True,2,2
7,1.39,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug07.png,synthetic_default,16,మ,3118,1.05,-2.05,1.05,True,0,-2
8,1.44,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug08.png,synthetic_default,16,మ,3118,4.73,1.29,1.05,True,-2,-2
9,1.28,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug09.png,synthetic_default,16,మ,3118,7.88,4.11,1.03,True,0,1
10,0.64,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug10.png,synthetic_default,16,మ,3118,0.18,-3.01,1.01,True,-1,1
11,0.58,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug11.png,synthetic_default,16,మ,3118,2.34,-2.13,0.97,True,0,-1
12,0.29,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug12.png,synthetic_default,16,మ,3118,9.76,1.54,0.95,True,0,0
13,0.81,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug13.png,synthetic_default,16,మ,3118,4.25,-2.82,0.98,True,1,2
14,0.91,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug14.png,synthetic_default,16,మ,3118,3.29,-2.51,0.95,True,-1,0
15,1.42,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug15.png,synthetic_default,16,మ,3118,6.24,-3.56,0.96,True,-2,-2
16,0.52,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug16.png,synthetic_default,16,మ,3118,3.11,-0.03,1.0,True,0,2
17,0.65,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug17.png,synthetic_default,16,మ,3118,0.54,-4.56,1.01,True,0,-1
18,1.11,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug18.png,synthetic_default,16,మ,3118,6.41,-0.85,1.04,True,1,-1
19,0.43,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug19.png,synthetic_default,16,మ,3118,8.59,2.48,1.02,True,2,1
20,0.95,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug20.png,synthetic_default,16,మ,3118,1.16,-2.47,0.96,True,1,-2
21,0.52,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug21.png,synthetic_default,16,మ,3118,8.59,3.22,1.02,True,-2,-2
22,0.7,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug22.png,synthetic_default,16,మ,3118,8.8,-0.08,1.03,True,-1,-1
23,1.15,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug23.png,synthetic_default,16,మ,3118,1.93,-3.54,1.02,True,0,-2
24,1.16,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug24.png,synthetic_default,16,మ,3118,6.2,-0.54,1.01,True,-2,1
25,0.17,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug25.png,synthetic_default,16,మ,3118,6.95,1.8,0.97,True,1,1
26,0.89,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug26.png,synthetic_default,16,మ,3118,2.99,0.63,1.04,True,-2,2
27,0.27,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug27.png,synthetic_default,16,మ,3118,0.37,-2.43,1.02,True,-1,1
28,0.28,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug28.png,synthetic_default,16,మ,3118,4.14,-3.85,1.01,True,-2,-1
29,0.2,data/raw/synthetic_default/16pt/synthetic_default_03118_16pt_aug29.png,synthetic_default,16,మ,3118,0.74,-0.15,0.97,True,-2,-1
0,0,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug00.png,synthetic_default,16,య,3119,0,0,,True,,
1,0.28,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug01.png,synthetic_default,16,య,3119,9.02,-1.03,1.01,True,2,-2
2,1.03,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug02.png,synthetic_default,16,య,3119,1.36,3.52,1.05,True,-2,-1
3,0.66,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug03.png,synthetic_default,16,య,3119,3.24,1.02,0.99,True,0,-1
4,1.24,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug04.png,synthetic_default,16,య,3119,3.37,-3.8,0.97,True,-1,1
5,0.33,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug05.png,synthetic_default,16,య,3119,9.2,3.79,1.05,True,2,1
6,0.04,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug06.png,synthetic_default,16,య,3119,4.98,2.84,0.99,True,1,1
7,0.74,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug07.png,synthetic_default,16,య,3119,3.82,0.01,0.96,True,1,0
8,0.97,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug08.png,synthetic_default,16,య,3119,8.85,2.18,0.96,True,2,-2
9,0.51,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug09.png,synthetic_default,16,య,3119,2.16,-1.15,0.99,True,2,-2
10,1.06,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug10.png,synthetic_default,16,య,3119,5.71,3.57,1.01,True,2,1
11,0.47,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug11.png,synthetic_default,16,య,3119,4.29,-3.42,1.03,True,0,1
12,0.94,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug12.png,synthetic_default,16,య,3119,9.6,-0.24,1.03,True,1,0
13,0.48,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug13.png,synthetic_default,16,య,3119,2.41,-4.66,0.99,True,0,-2
14,1.11,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug14.png,synthetic_default,16,య,3119,1.41,0.55,0.99,True,-1,-1
15,0.65,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug15.png,synthetic_default,16,య,3119,4.72,2.48,0.96,True,1,-2
16,1.44,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug16.png,synthetic_default,16,య,3119,7.33,4.72,1.02,True,-1,1
17,0.92,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug17.png,synthetic_default,16,య,3119,2.82,-2.0,1.04,True,0,2
18,1.37,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug18.png,synthetic_default,16,య,3119,1.9,3.8,1.02,True,-2,0
19,1.03,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug19.png,synthetic_default,16,య,3119,9.09,-3.34,1.03,True,1,2
20,0.86,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug20.png,synthetic_default,16,య,3119,8.24,2.44,0.99,True,-2,0
21,0.55,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug21.png,synthetic_default,16,య,3119,3.14,4.19,1.04,True,0,0
22,1.03,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug22.png,synthetic_default,16,య,3119,4.02,-0.57,1.03,True,0,2
23,0.47,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug23.png,synthetic_default,16,య,3119,3.73,-1.06,0.97,True,0,1
24,1.46,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug24.png,synthetic_default,16,య,3119,7.35,-1.76,1.03,True,1,-1
25,0.5,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug25.png,synthetic_default,16,య,3119,0.17,-4.83,1.05,True,1,1
26,0.31,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug26.png,synthetic_default,16,య,3119,9.91,1.77,1.0,True,-1,1
27,0.31,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug27.png,synthetic_default,16,య,3119,7.85,1.42,0.97,True,0,-1
28,1.02,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug28.png,synthetic_default,16,య,3119,5.25,2.31,0.96,True,-1,-2
29,0.51,data/raw/synthetic_default/16pt/synthetic_default_03119_16pt_aug29.png,synthetic_default,16,య,3119,5.52,4.16,1.02,True,0,0
0,0,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug00.png,synthetic_default,16,ర,3120,0,0,,True,,
1,0.91,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug01.png,synthetic_default,16,ర,3120,9.98,-4.19,0.96,True,-2,-1
2,0.5,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug02.png,synthetic_default,16,ర,3120,2.1,3.47,1.02,True,0,-2
3,0.26,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug03.png,synthetic_default,16,ర,3120,6.19,0.7,0.97,True,2,1
4,0.08,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug04.png,synthetic_default,16,ర,3120,3.24,3.53,1.02,True,-2,1
5,0.61,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug05.png,synthetic_default,16,ర,3120,2.78,-0.24,0.98,True,-1,-2
6,1.46,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug06.png,synthetic_default,16,ర,3120,5.0,-4.79,1.02,True,-1,0
7,0.95,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug07.png,synthetic_default,16,ర,3120,6.12,-4.94,0.97,True,0,2
8,0.73,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug08.png,synthetic_default,16,ర,3120,9.91,-3.27,1.02,True,0,2
9,0.43,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug09.png,synthetic_default,16,ర,3120,9.85,4.25,1.04,True,2,2
10,0.77,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug10.png,synthetic_default,16,ర,3120,6.1,-1.88,0.97,True,2,2
11,0.4,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug11.png,synthetic_default,16,ర,3120,8.03,-1.43,0.98,True,-1,0
12,0.07,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug12.png,synthetic_default,16,ర,3120,1.34,0.47,0.98,True,2,2
13,0.1,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug13.png,synthetic_default,16,ర,3120,8.99,3.75,0.99,True,-1,1
14,1.08,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug14.png,synthetic_default,16,ర,3120,6.89,0.98,0.95,True,-1,-1
15,1.16,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug15.png,synthetic_default,16,ర,3120,4.63,4.98,0.95,True,-2,1
16,0.38,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug16.png,synthetic_default,16,ర,3120,3.81,-2.85,1.04,True,-2,0
17,0.18,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug17.png,synthetic_default,16,ర,3120,0.06,3.19,1.04,True,-2,2
18,0.56,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug18.png,synthetic_default,16,ర,3120,0.86,2.24,0.97,True,2,-2
19,0.66,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug19.png,synthetic_default,16,ర,3120,2.44,1.17,0.96,True,2,-2
20,0.03,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug20.png,synthetic_default,16,ర,3120,3.26,-4.61,0.99,True,1,1
21,0.19,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug21.png,synthetic_default,16,ర,3120,4.22,-0.6,1.02,True,2,-2
22,0.72,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug22.png,synthetic_default,16,ర,3120,5.15,3.87,1.04,True,2,-1
23,0.95,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug23.png,synthetic_default,16,ర,3120,8.14,2.69,1.0,True,-1,-2
24,0.89,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug24.png,synthetic_default,16,ర,3120,6.89,-0.82,1.04,True,0,1
25,1.28,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug25.png,synthetic_default,16,ర,3120,2.72,-2.66,1.04,True,-2,2
26,0.48,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug26.png,synthetic_default,16,ర,3120,7.09,-0.99,1.0,True,-2,-1
27,0.27,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug27.png,synthetic_default,16,ర,3120,3.85,-0.7,1.03,True,1,-1
28,1.42,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug28.png,synthetic_default,16,ర,3120,6.94,1.28,0.97,True,2,-1
29,0.9,data/raw/synthetic_default/16pt/synthetic_default_03120_16pt_aug29.png,synthetic_default,16,ర,3120,8.3,-2.95,1.0,True,-1,2
0,0,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug00.png,synthetic_default,16,ల,3122,0,0,,True,,
1,0.14,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug01.png,synthetic_default,16,ల,3122,6.59,-2.96,1.01,True,0,1
2,1.45,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug02.png,synthetic_default,16,ల,3122,3.07,0.76,1.0,True,0,-2
3,0.22,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug03.png,synthetic_default,16,ల,3122,9.78,0.47,1.01,True,1,0
4,0.16,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug04.png,synthetic_default,16,ల,3122,5.46,-0.4,1.0,True,-2,-2
5,0.76,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug05.png,synthetic_default,16,ల,3122,9.27,-4.75,0.97,True,-2,1
6,0.01,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug06.png,synthetic_default,16,ల,3122,2.44,-4.25,0.97,True,-2,2
7,1.18,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug07.png,synthetic_default,16,ల,3122,7.39,-0.65,1.03,True,1,0
8,0.51,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug08.png,synthetic_default,16,ల,3122,2.75,2.49,0.97,True,0,0
9,0.48,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug09.png,synthetic_default,16,ల,3122,8.75,-0.61,1.0,True,1,1
10,1.33,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug10.png,synthetic_default,16,ల,3122,0.57,4.61,0.98,True,1,1
11,0.82,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug11.png,synthetic_default,16,ల,3122,1.8,4.27,1.03,True,0,-1
12,0.88,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug12.png,synthetic_default,16,ల,3122,4.78,-1.99,0.96,True,-1,2
13,1.06,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug13.png,synthetic_default,16,ల,3122,1.28,0.59,1.05,True,2,0
14,0.31,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug14.png,synthetic_default,16,ల,3122,1.78,1.74,0.98,True,0,1
15,0.08,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug15.png,synthetic_default,16,ల,3122,4.99,-3.8,1.01,True,2,-2
16,0.85,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug16.png,synthetic_default,16,ల,3122,6.84,-0.85,1.05,True,-1,-2
17,1.08,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug17.png,synthetic_default,16,ల,3122,9.44,-3.45,1.03,True,2,-2
18,0.9,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug18.png,synthetic_default,16,ల,3122,8.87,-1.25,0.96,True,2,1
19,1.09,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug19.png,synthetic_default,16,ల,3122,0.4,-3.98,1.0,True,-2,0
20,0.72,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug20.png,synthetic_default,16,ల,3122,6.28,4.84,1.03,True,1,-1
21,0.25,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug21.png,synthetic_default,16,ల,3122,4.4,-4.51,1.03,True,1,2
22,0.34,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug22.png,synthetic_default,16,ల,3122,6.45,1.03,0.96,True,1,1
23,0.35,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug23.png,synthetic_default,16,ల,3122,3.59,-3.88,0.99,True,2,2
24,0.15,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug24.png,synthetic_default,16,ల,3122,6.48,-3.56,1.04,True,-1,2
25,1.05,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug25.png,synthetic_default,16,ల,3122,9.09,-1.6,0.98,True,0,-1
26,1.27,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug26.png,synthetic_default,16,ల,3122,2.61,1.6,1.04,True,-2,-1
27,0.77,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug27.png,synthetic_default,16,ల,3122,2.08,-3.38,1.02,True,-1,2
28,0.66,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug28.png,synthetic_default,16,ల,3122,3.07,3.8,0.98,True,-1,1
29,0.56,data/raw/synthetic_default/16pt/synthetic_default_03122_16pt_aug29.png,synthetic_default,16,ల,3122,1.37,-1.14,1.01,True,-2,1
0,0,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug00.png,synthetic_default,16,ళ,3123,0,0,,True,,
1,0.26,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug01.png,synthetic_default,16,ళ,3123,6.84,-4.16,0.97,True,1,1
2,1.24,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug02.png,synthetic_default,16,ళ,3123,2.44,-0.35,1.01,True,0,1
3,1.19,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug03.png,synthetic_default,16,ళ,3123,3.86,-2.82,0.96,True,-2,1
4,0.97,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug04.png,synthetic_default,16,ళ,3123,3.86,1.98,1.03,True,0,1
5,1.18,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug05.png,synthetic_default,16,ళ,3123,8.69,2.33,1.02,True,1,-1
6,0.58,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug06.png,synthetic_default,16,ళ,3123,3.74,-1.61,1.04,True,-1,0
7,0.78,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug07.png,synthetic_default,16,ళ,3123,8.91,2.82,1.04,True,1,-1
8,0.1,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug08.png,synthetic_default,16,ళ,3123,5.4,0.37,0.99,True,0,2
9,0.53,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug09.png,synthetic_default,16,ళ,3123,1.53,3.22,1.04,True,1,0
10,0.85,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug10.png,synthetic_default,16,ళ,3123,9.96,-0.5,0.97,True,0,1
11,0.09,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug11.png,synthetic_default,16,ళ,3123,4.14,2.88,1.02,True,2,0
12,0.87,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug12.png,synthetic_default,16,ళ,3123,5.51,-2.82,1.01,True,1,-2
13,1.39,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug13.png,synthetic_default,16,ళ,3123,9.04,-4.91,0.97,True,2,1
14,0.95,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug14.png,synthetic_default,16,ళ,3123,3.0,-4.92,0.99,True,-2,1
15,0.97,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug15.png,synthetic_default,16,ళ,3123,2.32,3.33,1.01,True,1,2
16,0.31,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug16.png,synthetic_default,16,ళ,3123,6.84,4.83,1.03,True,0,0
17,1.47,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug17.png,synthetic_default,16,ళ,3123,0.53,2.94,0.96,True,2,2
18,0.26,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug18.png,synthetic_default,16,ళ,3123,0.99,-0.88,0.99,True,1,0
19,0.79,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug19.png,synthetic_default,16,ళ,3123,2.08,-0.17,0.97,True,0,2
20,0.98,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug20.png,synthetic_default,16,ళ,3123,0.52,2.33,1.01,True,1,-2
21,1.33,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug21.png,synthetic_default,16,ళ,3123,2.0,1.92,0.99,True,0,0
22,1.49,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug22.png,synthetic_default,16,ళ,3123,2.62,-0.3,0.98,True,-1,-2
23,0.67,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug23.png,synthetic_default,16,ళ,3123,7.74,-3.97,1.02,True,0,-2
24,1.23,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug24.png,synthetic_default,16,ళ,3123,8.46,-3.44,1.01,True,2,-2
25,0.76,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug25.png,synthetic_default,16,ళ,3123,1.17,0.37,0.98,True,0,2
26,1.16,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug26.png,synthetic_default,16,ళ,3123,0.84,1.49,0.99,True,0,-1
27,0.05,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug27.png,synthetic_default,16,ళ,3123,8.59,1.9,1.03,True,-1,-2
28,0.28,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug28.png,synthetic_default,16,ళ,3123,8.76,-3.04,1.02,True,1,-1
29,0.13,data/raw/synthetic_default/16pt/synthetic_default_03123_16pt_aug29.png,synthetic_default,16,ళ,3123,4.46,2.01,1.03,True,2,0
0,0,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug00.png,synthetic_default,16,ఱ,3121,0,0,,True,,
1,0.85,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug01.png,synthetic_default,16,ఱ,3121,5.58,-0.79,1.01,True,-2,2
2,0.24,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug02.png,synthetic_default,16,ఱ,3121,8.3,0.23,0.96,True,0,-2
3,0.04,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug03.png,synthetic_default,16,ఱ,3121,8.86,-4.56,1.03,True,2,-1
4,0.24,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug04.png,synthetic_default,16,ఱ,3121,4.12,1.06,1.02,True,-1,-2
5,1.43,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug05.png,synthetic_default,16,ఱ,3121,7.91,1.74,0.96,True,0,1
6,1.36,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug06.png,synthetic_default,16,ఱ,3121,6.89,-4.65,0.97,True,-1,-1
7,0.21,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug07.png,synthetic_default,16,ఱ,3121,7.83,3.73,0.99,True,0,0
8,1.5,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug08.png,synthetic_default,16,ఱ,3121,9.04,-2.13,1.04,True,2,2
9,0.57,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug09.png,synthetic_default,16,ఱ,3121,6.08,-4.44,1.04,True,0,-2
10,1.2,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug10.png,synthetic_default,16,ఱ,3121,9.09,-4.06,1.0,True,-1,0
11,1.32,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug11.png,synthetic_default,16,ఱ,3121,7.51,4.77,0.97,True,2,1
12,0.28,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug12.png,synthetic_default,16,ఱ,3121,3.17,3.28,0.95,True,-1,2
13,1.47,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug13.png,synthetic_default,16,ఱ,3121,6.82,1.01,1.03,True,-1,2
14,0.81,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug14.png,synthetic_default,16,ఱ,3121,1.04,-1.64,1.02,True,-2,1
15,0.82,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug15.png,synthetic_default,16,ఱ,3121,6.64,-0.94,1.01,True,0,1
16,1.45,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug16.png,synthetic_default,16,ఱ,3121,1.72,-0.85,0.97,True,1,2
17,0.81,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug17.png,synthetic_default,16,ఱ,3121,5.84,-1.08,0.96,True,2,0
18,0.88,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug18.png,synthetic_default,16,ఱ,3121,7.69,-3.15,1.03,True,-2,-2
19,0.6,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug19.png,synthetic_default,16,ఱ,3121,1.89,1.42,1.02,True,-1,2
20,0.99,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug20.png,synthetic_default,16,ఱ,3121,5.97,-3.68,1.04,True,-1,1
21,0.5,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug21.png,synthetic_default,16,ఱ,3121,1.58,2.49,0.99,True,0,-2
22,0.53,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug22.png,synthetic_default,16,ఱ,3121,4.24,-4.62,1.0,True,-2,2
23,0.55,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug23.png,synthetic_default,16,ఱ,3121,6.39,3.01,0.97,True,0,0
24,0.86,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug24.png,synthetic_default,16,ఱ,3121,7.08,3.06,0.98,True,0,-1
25,1.41,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug25.png,synthetic_default,16,ఱ,3121,6.76,-2.91,1.04,True,1,1
26,1.18,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug26.png,synthetic_default,16,ఱ,3121,4.39,-0.35,1.0,True,-2,-2
27,0.4,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug27.png,synthetic_default,16,ఱ,3121,8.73,1.35,0.97,True,1,0
28,1.33,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug28.png,synthetic_default,16,ఱ,3121,8.16,2.36,0.97,True,1,0
29,0.63,data/raw/synthetic_default/16pt/synthetic_default_03121_16pt_aug29.png,synthetic_default,16,ఱ,3121,1.09,3.4,0.98,True,0,-2
0,0,data/raw/synthetic_default/16pt/synthetic_default_03125_16pt_aug00.png,synthetic_default,16,వ,3125,0,0,,True,,
1,0.74,data/raw/synthetic_default/16pt/synthetic_default_03125_16pt_aug01.png,synthetic_default,16,వ,3125,5.66,4.12,0.99,True,-2,-2
2,0.26,data/raw/synthetic_default/16pt/synthetic_default_03125_16pt_aug02.png,synthetic_default,16,వ,3125,1.22,-1.45,0.97,True,-2,2
3,0.18,data/raw/synthetic_default/16pt/synthetic_default_03125_16pt_aug03.png,synthetic_default,16,వ,3125,6.22,0.53,0.99,True,-2,-2
4,0.97,data/raw/synthetic_default/16pt/synthetic_default_03125_16pt_aug04.png,synthetic_default,16,వ,3125,7.52,2.71,1.04,True,1,-1
